ISBN,Імʼя автора,Жанр книги,Мова,Мова оригіналу,Назва видавця,Назва книги,Оригінальна назва,Перекладач,Рік видання
978-617-7973-87-3,"Міхаель Бар-Зохар, Ніссім Мішаль","Історія, факти та біографії",українська,,Наш формат,Моссад. Найвидатніші операції ізраїльської розвідки,Mossad: The Greatest Missions of the Israeli Secret Service,,2021.0
978-617-12-9893-4,Карл Саган,Наукпоп,українська,,КСД,Блакитна цятка. Космічне майбутнє людства,,,2023.0
978-617-8277-71-0,М. Барзун,Бізнес-література,українська,,Наш формат,"Сила ділитися владою. Віддавати, щоб досягнути більшого",,,2024.0
978-617-12-8621-4,Б. Трейсі,"Саморозвиток, мотивація",українська,англійська,КСД,Зроби це зараз. 21 чудовий спосіб зробити більше за менший час,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,О. І. Оржицький,2021.0
978-617-15-0646-6,Г. Робб,"Історія, факти та біографії",українська,англійська,КСД,Франція: історія пригод,FRANCE: An Adventure History,Яцюк Наталія,2024.0
978-617-8203-02-3,П. Франкопан,"Історія, факти та біографії",українська,,Лабораторія,Великі шовкові шляхи. Нова історія світу,,,2024.0
978-617-09-6152-5,Максим Роменський,"Саморозвиток, мотивація",українська,,Фабула,Переговори з дельфінами,,,2023.0
978-617-8257-41-5,Ірина Ігнатенко,Наукпоп,українська,,Віхола,"Тіло, секс, шлюб. Історія інтимних стосунків в українських традиціях",,,2023.0
978-966-97729-6-1,"С. Фус, Т. Літвінова",Дозвілля та Хобі,українська,,Фус І.Д.,28 днів у твоїй тарілці,,,2023.0
978-617-7960-26-2,"О. Луцька, Т. Логвиненко",Наукпоп,українська,,Віхола,"Мамо, тату, не хвилюйтеся! Усе, що ви хотіли спитати про здоров’я",,,2024.0
978-617-12-9301-4,Дж. Мерфi,Психологія,українська,англійська,КСД,Сила підсвідомості. Як спосіб мислення змінює життя,THE POWER OF YOUR SUBCONSCIOUS MIND,С. В. Вакуленко,
978-617-7866-33-5,О. Михед,"Історія, факти та біографії",українська,,Наш формат,Я змішаю твою кров із вугіллям,,,2020.0
978-617-8120-94-8,Ебіґейл Такер,Наукпоп,українська,,Наш формат,Біологія материнства,,,2023.0
978-617-12-9307-6,Е. Берн,Психологія,українська,англійська,КСД,Вступ до психіатрії та психоаналізу. Просто про складне,A LAYMAN’S GUIDE TO PSYCHIATRY AND PSYCHOANALYSIS,О. В. Оксенич,
978-966-982-273-4,М. Маск,Психологія,українська,,Віват,"Жінка, яка має план. Життя, сповнене пригод, краси й успіху",,,2021.0
978-617-15-0099-0,І. Ялом,Психологія,українська,англійська,КСД,Брехуни на кушетці. Психотерапевтичні оповіді,Lying on the couch,В. І. Кучменко,2023.0
9786175773345,,Наукпоп,українська,,Моноліт,ПДР 2024 з коментарями,,,2024.0
978-617-12-8925-3,"І. Ялом, М. Ялом",Психологія,українська,англійська,КСД,Питання життя і смерті,A Matter of Death and Life,О. Б. Король,2021.0
978-617-15-0269-7,Е. Наґоскі,Наукпоп,українська,англійська,КСД,Як бажає жінка. Правда про сексуальне здоров’я,Come as You Are: The Surprising New Science that Will Transform Your Sex Life,В. О. Зенгва,2023.0
978-617-8257-21-7,Ю. Ярмоленко,Наукпоп,українська,,Віхола,Без маячні про перші місячні,,,2023.0
978-617-12-9906-1,Д. Оґілві,Бізнес-література,українська,англійська,КСД,Про рекламу,Ogilvy on Advertising,Шостак Дмитро,2023.0
978-617-8115-46-3,"Ілля Полудьонний , Марк Лівін",Психологія,українська,,Наш формат,Простими словами. Як розібратися у своїй поведінці,,,2022.0
978-617-15-0372-4,"С. Вонґ, Д. Тьюрас",Дозвілля та Хобі,українська,англійська,КСД,GASTRO OBSCURA. Найдивовижніші смачні місця планети,,Гоїн Н. І.,2023.0
978-617-8277-19-2,Ф. Фіґлузі,"Історія, факти та біографії",українська,,Наш формат,Система ФБР. Кодекс досконалості наймогутнішого відомства США,,,2023.0
978-617-8154-04-2,Б. Гарден,"Історія, факти та біографії",українська,,Бородатий Тамарин,Втеча з табору 14,,,2024.0
978-617-95102-2-9,Ліндсі К. Гібсон,Психологія,українська,,Видавництво Наталії Переверзєвої,Вільні діти емоційно незрілих батьків,,,2024.0
978-617-7866-64-9,С. Бандера,"Історія, факти та біографії",українська,,Наш формат,Перспективи української революції,,,2021.0
978-617-548-078-6,Д. Спенст,Дозвілля та Хобі,українська,,Bookchef,"6 хвилин. Щоденник, який змінить ваше життя (м’ятний)",,,2023.0
9786177279425,Ха-Юн Чанґ,Наукпоп,українська,,Наш формат,Економіка. Інструкція з використання,,,2023.0
978-617-7866-60-1,"М. Лівін, І. Полудьонний",Психологія,українська,,Наш формат,Простими словами. Як розібратися у своїх емоціях,,,2020.0
978-617- 7513-22- 2,Г. Елрод,"Саморозвиток, мотивація",українська,,Наш формат,Чудовий ранок. Як не проспати життя,,,2017.0
978-617-15-0101-0,І. Ялом,Психологія,українська,англійська,КСД,Шопенгауер як ліки,The Schopenhauer cure,В. І. Кучменко,2023.0
978-617-8115-33-3,"Аджемоґлу Д., Робінсон Дж.","Історія, факти та біографії",українська,,Наш формат,"Вузький коридор. Держави, суспільства і доля свободи",,,2022.0
978-617-12-9618-3,Дж. Саймон,Психологія,українська,англійська,КСД,В овечій шкурі. Маніпулятор. Виявити та здолати,In Sheep’s Clothing: Understanding and Dealing with Manipulative People,Я. А. Лебеденко,2022.0
978-617-15-0280-2,Л. Гунель,"Саморозвиток, мотивація",українська,французька,КСД,Я обіцяю тобі волю,Je te promets la liberte,Ю. Д. Кузьменко,2023.0
978-617-679-145-4,Сунь-дзи,"Саморозвиток, мотивація",українська,,Видавництво Старого Лева,Мистецтво війни,,,2015.0
978-617-15-0230-7,Горліс-Горський Ю.,"Історія, факти та біографії",українська,,КСД,Холодний Яр,,,2023.0
978-617-7933-24-2,А. Оксанич та ін.,Психологія,українська,,Якабу Паблішинг,Розумію тебе! Як виховувати дітей без крайнощів,,,2024.0
978-617-8012-73-1,Едіт Іва Еґер,Психологія,українська,,Книголав,"Дар. 14 уроків, які врятують ваше життя",,,2022.0
978-617-548-028-1,Ю. Харарі,Наукпоп,українська,англійська,Bookchef,Homo Deus: за лаштунками майбутнього,Homo Deus: A Brief History of Tomorrow,О. Дем’янчук,2018.0
978-617-7866-96-0,К. Волш,Бізнес-література,українська,,Наш формат,Ключові показники менеджменту. 100+ фінансових коефіцієнтів для ефективного управління компанією,,,2023.0
978-617-7866-15-1,Тоні Джадт,"Історія, факти та біографії",українська,,Наш формат,Після війни. Історія Європи від 1945 року,,,2022.0
978-617-15-0800-2,Р. Грін,Психологія,українська,англійська,КСД,Мистецтво спокуси. 24 закони переконання,The Art of Seduction,Петриченко Денис,2024.0
978-617-170-124-3,Т. Гонченко,Бізнес-література,українська,,Віват,Фриланс здорової людини,,,2023.0
978-617-548-191-2,В. Кінґ,Психологія,українська,,Bookchef,"Good Vibes, Good Life. Любов до себе - ключ до розкриття вашої величі",,,2024.0
978-617-12-8645-0,Л. Гунель,"Саморозвиток, мотивація",українська,,КСД,Бог завжди подорожує інкогніто,,,
9786177965946,М. Пільюччі,Психологія,українська,,Лабораторія,Нові стоїки. 52 уроки для наповненого життя,,,2021.0
978-617-8277-13-0,Д. Кентербері,Наукпоп,українська,,Наш формат,Бушкрафт. Найважливіші навички для виживання в дикій природі,,,2023.0
978-966-658-089-7,,"Езотерика, таро",українська,,Свічадо,Святе письмо,,,2019.0
978-617-8154-01-1,Анне Свердруп-Тіґесон,Наукпоп,українська,,Бородатий Тамарин,"Жали, дзижчи, кусай",,,2024.0
978-617-12-9900-9,С. Гокінґ,Наукпоп,українська,англійська,КСД,Чорні діри і молоді Всесвіти та інші лекції,Black Holes and Baby Universes and Other Essays,Ярослав Лебеденко,2023.0
9786177756858,"А. Сарна, К. Крупецька",Дозвілля та Хобі,українська,,Malopus,Відьмак. Офіційна кулінарна книга,,,2024.0
