ISBN,Імʼя автора,Жанр книги,Мова,Мова оригіналу,Назва видавця,Назва книги,Оригінальна назва,Перекладач,Рік видання
978-617-679-753-1,З. Заґґ,Сучасні автори,українська,,Видавництво Старого Лева,Дівчина Онлайн у турне. Книга 2,,,2020.0
978-617-548-130-1,Ґранже Ж.-К.,Детективи,українська,,Bookchef,Обраниці,,Наталя Ференс,2023.0
978-617-12-9934-4,Ч. Поланік,Сучасні автори,українська,англійська,КСД,Невидимі монстри,Invisible Monsters,Володимир Куч,2023.0
978-617-12-7645-1,Дж. Мойєс,Романтична проза,українська,англійська,КСД,Срібна затока,Silver Bay,"Ю. В. Підгорна, Д. В. Петрушенко",2021.0
978-617-8280-43-7,Р. Веа,Детективи,українська,,Видавництво РМ,Одне за одним,,,2023.0
978-617-548-193-6,Джером К. Джером,Класична література,українська,,Bookchef,Троє в човні (як не рахувати собаки!),,,2023.0
978-617-12-9854-5,А. Крісті,Детективи,українська,англійська,КСД,Вбивство у «Східному експресі»,Murder on the Orient Express,,
978-617-8149-03-1,Сйон,Сучасні автори,українська,,Видавництво,Дитя землі,,,2024.0
978-617-12-9890-3,С. Талан,Романтична проза,українська,,КСД,Душа Ніколь,,,2023.0
978-617-15-0374-8,П. Ротфусс,Фентезі,українська,англійська,КСД,Страх мудреця. Книга 2,The Wise Man’s Fear,Пухлій Марія Миколаївна,2023.0
978-966-982-415-8,Сара Дж. Маас,Фентезі,українська,,Віват,Трон зі скла. Книга 1,,,2021.0
978-966-948-882-4,Дж.Р.Р. Мартін,Фентезі,українська,,Видавнича група КМ-БУКС,Вогонь і кров,,,2024.0
978-617-8280-62-8,Дж. Беррі,Детективи,українська,,Видавництво РМ,Уся правда в мені,,,2023.0
978-966-448-109-7,Дженна Еванс Велч,Сучасні автори,українська,,Видавництво Старого Лева,Кохання та джелато,,,2023.0
9786177960804,М. Хвильовий,Класична література,українська,,Віхола,Повість про санаторійну зону. Сентиментальна історія. Я (Романтика),,,2022.0
978-617-12-6128-0,Е.  Ферранте,Сучасні автори,українська,італійська,КСД,Історія втечі та повернення. Книга 3,Storia di chi fugge e di chi resta,М. І. Прокопович,2020.0
9786171705029,Е. Морґенштерн,Фентезі,українська,,Віват,Нічний цирк (кольоровий зріз),,,2024.0
978-617-15-0370-0,Джуд Деверо,Романтична проза,українська,англійська,КСД,Чорний Лев,THE BLACK LYON,Соломарська О. О.,2023.0
978-617-15-0704-3,Кінг С.,Трилери та жахи,українська,англійська,КСД,Голлі,Holly,Захарченко Ольга,2024.0
978-617-15-0712-8,Донато Каррізі,Детективи,українська,італійська,КСД,Дім голосів. Книга 1,La casa delle voci,Карібова Вікторія,2024.0
978-6-1780-5606-3,"С. Янґ, Х. Корона",Комікси та манґи,українська,,Видавництво ТУТ,Мідлвест. Том 1,,,2024.0
978-617-15-0398-4,Рейвен Кеннеді,Фентезі,українська,англійська,КСД,Блиск. Книга 1,Gild,Вдовенко В. В.,2023.0
978-617-15-0505-6,Р. Гайнлайн,Фантастика,українська,англійська,КСД,Двері у Літо,The Door into Summer,Малая Олеся,2024.0
978-617-8280-64-2,Л. Раян,Фентезі,українська,,Видавництво РМ,Ці порожні обітниці. Книга 1 + суперобкладинка,,,2023.0
978-966-679-962-6,Ґюдрун Скреттінґ,Сучасні автори,українська,,Видавництво Старого Лева,Три чоловіки для Вільми,,,2021.0
978-617-12-3431-4,В. Шкляр,Сучасні автори,українська,,КСД,Маруся (перевидання),,,2017.0
978-617-7756-46-9,"Алеш Кот, Пйотр Ковальський",Комікси та манґи,українська,,Malopus,Bloodborne. Том 1. Глибина сну,,,2023.0
978-617-15-0277-2,А. Крісті,Детективи,українська,англійська,КСД,Випробування невинуватістю,ORDEAL BY INNOCENCE,,2023.0
978-617-12-7090-9,Т. Кавагуті,Сучасні автори,українська,англійська,КСД,Доки кава не охолоне,Before the Coffee Gets Cold,Н. І. Гоїн,2019.0
978-966-993-559-5,Дж. Маррс,Детективи,українська,,Bookchef,Суджені,,,2021.0
978-617-679-780-7,Т. Пратчетт,Фентезі,українська,,Видавництво Старого Лева,Пані та панове,,,2021.0
978-617-17-0056-7,Е. Гармон,Історична та пригодницька проза,українська,,Віват,Що знає вітер,,,2023.0
978-617-8396-00-8,С. Морішіта,Комікси та манґи,українська,,Наша Ідея,Кохання на кінчиках пальців. Том 6,,,2024.0
978-617-15-0172-0,Томас Гарріс,Сучасні автори,українська,англійська,КСД,Червоний дракон,Red Dragon,Анастасія Рогоза,2023.0
978-617-8286-87-3,Мохамеду Ульд Слахі,Історична та пригодницька проза,українська,,Книголав,Щоденник Ґуантанамо,,,2024.0
978-617-8023-68-3,Д. Шварц,Романтична проза,українська,,Жорж,Анатомія: історія кохання,,,2023.0
978-617-15-0649-7,Р. Метісон,Сучасні автори,українська,,КСД,Куди приводять мрії,,,2024.0
978-617-8024-48-2,С. Жадан,Сучасні автори,українська,,Meridian Czernowitz,Гімн демократичної молоді,,,2023.0
978-617-09-7171-5,Дж. Хан,Романтична проза,українська,,Ранок,P.S. Я все ще кохаю тебе,,,2021.0
978-617-679-909-2,Т. Пратчетт,Фентезі,українська,,Видавництво Старого Лева,Піраміди,,,2022.0
978-617-15-0645-9,О. Бурлака,Романтична проза,українська,,КСД,Пробачити Платона,,,2024.0
978-966-982-524-7,Сара Дж. Маас,Фентезі,українська,,Віват,Корона опівночі. Книга 2,,,2021.0
978-966-448-272-8,Любко Дереш,Сучасні автори,українська,,Видавництво Старого Лева,Культ,,,2024.0
978-617-15-0025-9,Крісті А.,Детективи,українська,англійська,КСД,Карибська таємниця,A CARIBBEAN MYSTERY,,2023.0
978-617-548-103-5,Іван Котляревський,Дітям від 12 років,українська,,Bookchef,Енеїда,,,2021.0
978-617-7885-61-9,Крісті Голден,Фентезі,українська,,Molfar Comics,World of Warcraft – Володар Кланів. Кн.3,,,2024.0
978-966-948-326-3,Р. Ґалбрейт,Детективи,українська,,Видавнича група КМ-БУКС,Кар’єра лиходія. Книга 3,,,2019.0
978-617-0984-54-8,Дженніфер Е. Нільсен,Фентезі,українська,,Ранок,Сходження на трон. Фальшивий принц. Книга 1,,,2024.0
978-617-15-0262-8,С. Талан,Романтична проза,українська,,КСД,Своє чуже життя,,,2023.0
978-617-7678-70-9,С. Морішіта,Комікси та манґи,українська,,Наша Ідея,Кохання на кінчиках пальців. Том 1,,,2021.0
978-966-993-713-1,М. Кастен,Романтична проза,українська,,Фоліо,Врятуй себе. Книга 2,,,2021.0
978-617-810-915-8,К. Каната,Комікси та манґи,українська,,Наша Ідея,"Чі. Життя однієї киці, Том 7",,,2023.0
9786177818716,Еліс Осман,Сучасні автори,українська,,Видавництво,Коли завмирає серце. Книга 2,,,2022.0
9786177654949,Шанталь Ґаран,Сучасні автори,українська,,Видавництво Анетти Антоненко,NATALIA,,,2022.0
978-617-522-116-7,А. Перес-Реверте,Історична та пригодницька проза,українська,,Фабула,Капітан Алатрісте,,,2023.0
978-617-09-8120-2,"А. Ґ. Гальворсен, Р. Фюґлегауґ",Фентезі,українська,,Ранок,Пів королівства. Спадкоємець. Книга 1,,,2023.0
978-617-8220-17-4,Айя Нея,Фентезі,українська,,БукБанда,Норд. Вік Вовка. Книга 2. Том 2,,,2023.0
9786171705630,Алі Гейзелвуд,Романтична проза,українська,,Віват,Гіпотеза кохання (кольоровий зріз),,,2024.0
9786171705609,Алі Гейзелвуд,Романтична проза,українська,,Віват,Кохання в мозку,,,2024.0
978-617-95247-2-1,"Марк ДеМаттейс Дж., Зек М.",Комікси та манґи,українська,,VarVar Publishing,Дивовижна Людина-павук. Останнє полювання Крейвена,,,2023.0
978-966-982-921-4,С. Джіо,Романтична проза,українська,,Віват,Ранкове сяйво,,,2022.0
978-617-7914-67-8,Саба Тахір,Фентезі,українська,,Nebo Booklab Publishing,Серед золи вуглина,,,2024.0
978-617-7756-70-4,Ооно Косуке,Комікси та манґи,українська,,Malopus,Шлях домогосподаря. Том 3,,,2023.0
978-617-7914-50-0,Р. Лебовскі,Фентезі,українська,,Nebo Booklab Publishing,Сталь та Сонячний шторм. Тиша. Книга 2,,,2022.0
978-617-15-0613-8,Л. Пенні,Детективи,українська,англійська,КСД,Зловісно тихе життя. Книга 1,Still life,Новікова Світлана,2024.0
978-617-12-8848-5,А. Сапковський,Фентезі,українська,,КСД,Відьмак. Вежа Ластівки. Книга 6,,,
978-617-8109-06-6,М. Юкімура,Комікси та манґи,українська,,Наша Ідея,Сага про Вінланд. Том 3,,,2022.0
978-617-8257-36-1,,Сучасні автори,українська,,Віхола,Шалені авторки. Мала проза українських письменниць,,,2023.0
978-617-585-166-1,В. Симоненко,Сучасні автори,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Задивляюсь у твої зіниці,,,2022.0
978-617-7960-91-0,,Класична література,українська,,Віхола,Місто,,,
978-617-12-9104-1,А. Сапковський,Фентезі,українська,польська,КСД,Відьмак. Сезон гроз. Книга 8,Sezon burz,С. В. Легеза,2021.0
978-617-7914-61-6,Б. Стокер,Класична література,українська,,Nebo Booklab Publishing,Дракула,,,2023.0
978-617-8024-40-6,Жадан C.,Сучасні автори,українська,,Meridian Czernowitz,Депеш Мод,,,2023.0
978-617-8206-07-9,Ю. Мак,Сучасні автори,українська,,Лабораторія,"Толіки. Про тих, хто перемотував касету олівцем",,,2023.0
978-617-585-224-8,М. Матіос,Сучасні автори,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Черевички божої матері,,,2021.0
978-617-17-0242-4,Д. Вайнер,Сучасні автори,українська,,Віват,Добре в ліжку,,,2023.0
9786170986474,Дженніфер Лінн Барнс,Фентезі,українська,,Ранок,Спадок Готорна. Книга 2,,,2024.0
978-617-8286-83-5,К. Бромлі,Романтична проза,українська,,Книголав,Поки бувай,,,2024.0
978-617-8280-99-4,Р. Пілчер,Сучасні автори,українська,,Видавництво РМ,Зимове сонцестояння,,,2023.0
978-966-982-973-3,Елена Армас,Романтична проза,українська,,Віват,Іспанський любовний обман,,,2023.0
978-617-7820-43-6,Г. Морріс,Історична та пригодницька проза,українська,,Книголав,Подорож Цильки,,,2020.0
978-617-8109-59-2,Шінґо Хонда,Комікси та манґи,українська,,Наша Ідея,"Happy Land,  том 1",,,2023.0
978-617-8109-68-4,Ініо Асано,Комікси та манґи,українська,,Наша Ідея,Соланін. Том 1,,,2023.0
978-617-523-065-7,С. Пеннер,Детективи,українська,,АРТБУКС,Лондонська спіритична спілка,,,2023.0
9786171704886,В. Домонтович,Класична література,українська,,Віват,Доктор Серафікус,,,2024.0
978-617-15-0508-7,Н. Горнбі,Сучасні автори,українська,англійська,КСД,Фанат,High Fidelity,Палій Наталія,2024.0
978-966-948-805-3,Несбьо Ю,Детективи,українська,,Видавнича група КМ-БУКС,Ревнивець та інші історії,,,2023.0
978-966-448-263-6,Кетрін Раян Говард,Трилери та жахи,українська,,Видавництво Старого Лева,Хронометраж,,,2024.0
9786171701137,І. Франко,Класична література,українська,,Віват,Маніпулянтка,,,2024.0
978-617-17-0285-1,Н. Гоулі,Детективи,українська,,Віват,За мить до падіння,,,2023.0
978-617-15-0229-1,А. Крісті,Детективи,українська,,КСД,Убивства за абеткою,,,2023.0
978-617-8109-72-1,Ініо Асано,Комікси та манґи,українська,,Наша Ідея,Соланін. Том 2,,,2023.0
978-617-12-7660-4,М. Вовчок,Класична література,українська,,КСД,Маруся. Вибрані твори,,,2020.0
9786170986962,Вульф Мара,Фентезі,українська,,Ранок,Сестра зірок. Книга 1. Сага сестер-відьом,,,2024.0
978-617-7537-99-0,Аннет Марі,Фентезі,українська,,Nebo Booklab Publishing,Червона зима. Книга 1,,,2022.0
978-617-7885-44-2,Джефф Ґрабб,Фентезі,українська,,Molfar Comics,World of Warcraft – Останній Вартівник. Кн.1,,,2023.0
978-617-12-9933-7,Кейт Квін,Детективи,українська,англійська,КСД,Чорні вдови,Black Widows,Наталія Третякова,2023.0
9786171298538,А. Кокотюха,Історична та пригодницька проза,українська,,КСД,Біла ніч,,,2022.0
978-617-12-9937-5,Л. Гунель,Сучасні автори,українська,французька,КСД,Пробудження,LE REVEIL,Зоя Борисюк,2023.0
978-617-12-8311-4,М. Зузак,Сучасні автори,українська,,КСД,Крадійка книжок,,,2020.0
978-617-7820-59-7,Е. Є. Егер,Історична та пригодницька проза,українська,,Книголав,Вибір,,,2020.0
978-617-8168-05-6,Усамару Фуруя,Комікси та манґи,українська,,Malopus,Крах людини. Том 1,,,2024.0
978-617-7853-82-3,Ребекка Кван,Фантастика,українська,англійська,Жорж,Макова війна,The Poppy War,,2023.0
978-966-448-129-5,Пратчетт Террі,Фентезі,українська,англійська,Видавництво Старого Лева,Останній континент,,,2023.0
978-966-993-279-2,І. Мальдонадо,Детективи,українська,,Форс,Шифр,,,2021.0
9786170979384,Дженні Хан,Романтична проза,українська,,Ранок,Літо без тебе - не літо. Книга 2,,,2023.0
978-617-8109-25-7,Хірому Аракава,Комікси та манґи,українська,,Наша Ідея,Сталевий Алхімік. Том 2,,,2023.0
978-966-948-787-2,Несбьо Ю.,Детективи,українська,,Видавнича група КМ-БУКС,Королівство,,,2023.0
978-617-15-0799-9,П. Скай,Романтична проза,українська,англійська,КСД,Ґудзики та страждання. Книга 3,Buttons and Pain,Яремчук Андрій,2024.0
978-617-8286-20-0,Е. Фіні,Трилери та жахи,українська,англійська,Книголав,Камінь. Ножиці. Папір,Rock Paper Scissors,,2023.0
978-617-679-911-5,Пратчетт Т.,Фентезі,українська,англійська,Видавництво Старого Лева,Маскарад,Maskerade,,2022.0
978-966-10-8763-6,А. Кокотюха,Детективи,українська,,Навчальна книга Богдан,Осінній сезон смертей,,,2024.0
978-617-8373-02-3,"Дж. Тайнион IV, М. Розенберґ",Комікси та манґи,українська,,Видавництво РМ,Джокер. Том 1,,,2023.0
978-617-12-9848-4,Надія Гуменюк,Сучасні автори,українська,,КСД,Дожити до весни,,,2022.0
978-617-802-400-0,С. Жадан,Сучасні автори,українська,,Meridian Czernowitz,Список кораблів,,,2020.0
978-617-7885-52-7,Даріус Гінкс,Фентезі,українська,,Molfar Comics,Warhammer AOS – Упироборець,,,2023.0
978-966-942-956-8,А. Кокотюха,Детективи,українська,,Віват,Вигнанець і навчена відьма,,,2019.0
978-617-522-264-5,,Класична література,українська,,Ще одну сторінку,Гіменей розкутий. Добірка української еротичної прози,,,2024.0
978-617-15-0382-3,Томас Гарріс,Сучасні автори,українська,англійська,КСД,Сходження Ганнібала,Hannibal Rising,,2023.0
978–617–7286–88–1,Забужко О.,Сучасні автори,українська,,Комора,Найдовша подорож,,,2022.0
978-617-551-030-8,Кузьма Скрябін,Сучасні автори,українська,,Фоліо,"Я, “Побєда” і Берлін",,,2022.0
978-617-15-0165-2,А. Кокотюха,Детективи,українська,,КСД,Зцілення невинністю. Київська сищиця. Книга 3,,,2023.0
978-617-679-832-3,І. Павлюк,Сучасні автори,українська,,Видавництво Старого Лева,"Я бачу, вас цікавить пітьма",,,2020.0
978-617-8109-77-6,М. Юкімура,Комікси та манґи,українська,,Наша Ідея,Сага про Вінланд. Том 7,,,2024.0
978-617-8168-02-5,Ооно Косуке,Комікси та манґи,українська,,Malopus,Шлях домогосподаря. Том 5,,,2024.0
978-617-8023-40-9,Н. Довгопол,Фентезі,українська,,Жорж,Витязь і Вірлиця,,,2023.0
978-617-15-0500-1,А. Крісті,Детективи,українська,англійська,КСД,Убивство Роджера Екройда,The murder of Roger Ackroyd,,2024.0
978-617-7885-76-3,Петос,Комікси та манґи,українська,,Molfar Comics,Демі-чян бажають потеревенити том 3,,,2023.0
978-617-15-0787-6,Дж. Аберкромбі,Фентезі,українська,англійська,КСД,Герої,The Heroes,Анна Нікіфорова-Вакалюк,2024.0
978-617-12-8444-9,С. Кінг,Трилери та жахи,українська,англійська,КСД,Мертва зона,The Dead Zone,В. А. Ракуленко,
978-966-194-302-4,Валерій Ананьєв,Сучасні автори,українська,,Наш формат,Сліди на дорозі,,,2019.0
978-617-548-147-9,Т. Дж. Клюн,Фентезі,українська,,Bookchef,Дім у волошковому морі,,,2023.0
978-617-12-7655-0,С. Кінг,Фентезі,українська,англійська,КСД,Коли впаде темрява,Just After Sunset,,2020.0
978-617-12-1533-7,П. Гоукінз,Детективи,українська,,КСД,Дівчина у потягу,,,2016.0
978-617-8109-95-0,Хірому Аракава,Комікси та манґи,українська,,Наша Ідея,Сталевий Алхімік. Том 4,,,2024.0
978-617-548-063-2,Мері Шеллі,Класична література,українська,,Bookchef,"Франкенштейн, або Сучасний Прометей",,,2023.0
978-617-8373-31-3,Ш. Мег’юрін,Фентезі,українська,,Видавництво РМ,Боги й чудовиська. Книга 3,,,2024.0
978-966-448-237-7,Л. фон Захер-Мазох,Класична література,українська,,Видавництво Старого Лева,Венера в хутрі,,,2023.0
978-617-679-054-9,Саллі Ґрін,Фентезі,українська,,Видавництво Старого Лева,Напівлихий. Книга 1,,,2024.0
978-617-12-9931-3,Є. Косинський,Сучасні автори,українська,англійська,КСД,Розфарбований птах,The Painted Bird,,2023.0
978-617-12-9312-0,Л. Дашвар,Сучасні автори,українська,,КСД,Покров,,,2022.0
978-617-523-106-7,Тейлор Дженкінс Рід,Сучасні автори,українська,,АРТБУКС,Дейзі Джонс і The Six Limited Edition,,,2024.0
978-617-15-0722-7,Л. Нуджент,Детективи,українська,англійська,КСД,Дивна Саллі Даймонд,Strange Sally Diamond,Станкова Варвара,2024.0
978-617-7489-33-6,Д. Еберсгофф,Сучасні автори,українська,,Видавнича група КМ-БУКС,Дівчина з Данії,,,
978-617-585-044-2,Ролінґ Дж.К.,Сучасні автори,українська,англійська,А-БА-БА-ГА-ЛА-МА-ГА,Несподівана вакансія,,,2013.0
978-617-170-349-0,О. Моренцова-Шулик,Сучасні автори,українська,,Віват,Смак свободи,,,2024.0
978-617-8280-95-6,Дж. Бенкау,Фентезі,українська,,Видавництво РМ,Одна істинна королева. Книга 1 + суперобкладинка,,,2023.0
978-966-448-171-4,А. Гудима,Сучасні автори,українська,,Видавництво Старого Лева,69 спецій для Серця,,,2023.0
978-617-098-166-0,Сара Дессен,Сучасні автори,українська,,Ранок,Просто слухай,,,2023.0
978-617-12-8932-1,Р. Осман,Детективи,українська,англійська,КСД,Клуб убивств по четвергах,THE THURSDAY MURDER CLUB,В. А. Ракуленко,2021.0
978-966-7047-71-9,Я. Гашек,Класична література,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Пригоди бравого вояка Швейка,,,
978-966-948-867-1,М. Стівотер,Фентезі,українська,,Видавнича група КМ-БУКС,Перевтілення. Книга 2,,,2024.0
978-617-679-623-7,К. Ішігуро,Сучасні автори,українська,,Видавництво Старого Лева,Залишок дня,,,2019.0
978-617-679-526-1,І. Павлюк,Сучасні автори,українська,,Видавництво Старого Лева,Білий попіл,,,2019.0
978-617-12-6295-9,П. Мирний,Класична література,українська,,КСД,"Хіба ревуть воли, як ясла повні?",,,2019.0
978-617-8220-08-2,О. Кириченко,Фентезі,українська,,БукБанда,Будинок у Нігде,,,2023.0
978-617-8109-57-8,К. Каната,Комікси та манґи,українська,,Наша Ідея,"Чі. Життя однієї киці, Том 9",,,2023.0
978-617-12-9631-2,В. Голт,Романтична проза,українська,англійська,КСД,Наречена Пендорріка,Bride of Pendorric,,2024.0
978-617-7818-70-9,Наґата Кабі,Комікси та манґи,українська,,Видавництво,Мій лесбійський досвід самотности,,,2023.0
978-617-12-6841-8,В. Шкляр,Сучасні автори,українська,,КСД,Характерник,,,2019.0
978-617-679-939-9,Елізабет Ґілберт,Сучасні автори,українська,,Видавництво Старого Лева,Природа всіх речей (нова обкладинка),,Анастасія Старко,2021.0
978-966-448-228-5,Ю. Іздрик,Сучасні автори,українська,,Видавництво Старого Лева,Третій рай,,,2023.0
978-617-585-236-1,Ю. Винничук,Детективи,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Танґо смерті,,,2022.0
978-617-12-9581-0,Х. Коціра,Сучасні автори,українська,,КСД,Яблука Єви,,,2022.0
978-617-15-0504-9,Т. Мафі,Фентезі,українська,англійська,КСД,Розгадай мене. Книга 2,Unravel Me,Зенгва Вікторія,2024.0
978-966-10-5356-3,Р. Бредбері,Фантастика,українська,,Навчальна книга Богдан,451° за Фаренгейтом,,,2018.0
978-966-948-833-6,Л. Моріарті,Трилери та жахи,українська,,Видавнича група КМ-БУКС,Яблука від яблуні,,,2023.0
978-617-548-067-0,К. Воннеґут,Сучасні автори,українська,,Bookchef,"Бойня №5, або Дитячий хрестовий похід (Танок зі смертю за службовим обов’язком)",,,2022.0
978-617-7563-47-0,Ф. Бакман,Сучасні автори,українська,,Книголав,Брітт-Марі була тут,,,2018.0
978-617-7782-26-0,"Ходоровський А., Хіменез Х.",Комікси та манґи,українська,,Vovkulaka,Каста Метабаронів,,,2023.0
978-617-12-4950-9,М. Кідрук,Сучасні автори,українська,,КСД,Де немає Бога,,,2018.0
978-617-15-0189-8,Ріксон Ш.,Романтична проза,українська,,КСД,"Там, де ми зустрілися вперше",,Гординчук Олександра,2023.0
978-617-15-0788-3,Метью Блейк,Детективи,українська,англійська,КСД,Анна О,Anna O,Інна Ляхімець,2024.0
978-617-17-0346-9,К. Макдональд,Сучасні автори,українська,,Віват,"Ніч, коли Олівія впала",,,2024.0
978-617-548-219-3,Ф. Шойнеманн,Комікси та манґи,українська,,Bookchef,Вінстон. Найпотаємніші справи: Корабель-привид,,,2024.0
978-617-8109-00-4,К. Вакуі,Комікси та манґи,українська,,Наша Ідея,Токійські месники. Том 3,,,2022.0
978-617-629-813-7,Кронін А.Дж.,Сучасні автори,українська,,Апріорі,Зорі дивляться вниз,,,2023.0
978-617-12-8901-7,Ж.-К. Ґранже,Детективи,українська,французька,КСД,Ліс духів,La Foret des manes,Е. Ю. Євтушенко,2021.0
978-617-8280-75-8,Сюзанна Кларк,Фентезі,українська,,Рідна мова,Піранезі,,,2023.0
978-966-348-489-1,Ilia Arnautov,Комікси та манґи,українська,,Mangachi studio,Shock Wave,,,2023.0
978-617-8373-17-7,Ш. Мег’юрін,Фентезі,українська,,Видавництво РМ,Кров і мед. Книга 2,,,2024.0
978-617-7885-56-5,Аарон Дембські-Боуден,Фентезі,українська,,Molfar Comics,Warhammer 40.000 – Ловець Душ,,,2024.0
978-617-7818-91-4,Еліс Осман,Комікси та манґи,українська,,Видавництво,Коли завмирає серце. Книга 5,,,2023.0
978-617-12-8929-1,Р. Ріґґз,Сучасні автори,українська,,КСД,Спустошення Диявольського Акра,,,2021.0
9786171705586,Ф. Мак-Фадден,Трилери та жахи,українська,,Віват,Секрет служниці,,,2024.0
978-617-15-0385-4,Стівен Кінг,Трилери та жахи,українська,англійська,КСД,Кладовище домашніх тварин,Pet Sematary,,2023.0
9786170984425,М. Маєр,Фентезі,українська,,Ранок,Хроніки Місяця. Вінтер,,,2023.0
978-617-548-129-5,Джон Маррс,Детективи,українська,,Bookchef,Добра самарянка,,,2023.0
978-617-12-8085-4,А. Крісті,Детективи,українська,англійська,КСД,Смерть у хмарах,Death in the Clouds,А. К. Ящук,2020.0
978-617-8396-11-4,Н. Масаакі,Комікси та манґи,українська,,Наша Ідея,Ґаннібал. Том 8,,,2024.0
978-617-15-0009-9,Кінг С.,Фентезі,українська,англійська,КСД,"Що впало, те пропало",Finders Keepers,,2023.0
978-617-12-8106-6,С. Кінг,Фентезі,українська,англійська,КСД,Повна темрява. Без зірок,"Full Dark, No Stars",,2020.0
978-617-12-5396-4,П. Куліш,Класична література,українська,,КСД,Чорна рада (серія «Перлини української класики»),,,2018.0
978-617-12-1462-0,Т. Ґеррітсен,Трилери та жахи,українська,,КСД,Хірург. Книга 1,,,2016.0
978-617-7914-19-7,Дж. Аберкромбі,Фентезі,українська,,Nebo Booklab Publishing,Пів короля,,,2021.0
978-617-548-261-2,А. Achell,Фентезі,українська,,Bookchef,Клинок королеви. Дитя тіней,,,2024.0
9786177756810,Яна Тобосо,Комікси та манґи,українська,,Malopus,Темний дворецький. Том 2,,,2024.0
978-966-982-318-2,К. Лорен,Романтична проза,українська,,Віват,Випадкові наречені,,,2021.0
978-617-15-0507-0,Д. Гнатко,Історична та пригодницька проза,українська,,КСД,Мазуревичі. Історія одного роду,,,2024.0
978-617-09-8085-4,Б. Корнвелл,Історична та пригодницька проза,українська,,Ранок,Пісня меча. Книга 4,,,2023.0
9786170974150,Рена Баррон,Фентезі,українська,,Ранок,Королівство душ,,,2022.0
978-617-7914-72-2,М. Стівотер,Фентезі,українська,,Nebo Booklab Publishing,Ворони,,,2023.0
978-617-585-251-4,Юрій Винничук,Сучасні автори,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Мальва Ланда,,,2023.0
978-617-15-0632-9,Е. Вейр,Історична та пригодницька проза,українська,англійська,КСД,Єлизавета Йоркська. Остання Біла троянда,Elizabeth of York: the Last White Rose,Дорошенко Катерина,2024.0
978-617-12-8841-6,Дж. Гарріс,Романтична проза,українська,англійська,КСД,Ожинове вино,Blackberry Wine,Д. А. Москвітіна,
978-617-15-0276-5,А. Крісті,Детективи,українська,англійська,КСД,Забуте вбивство,Sleeping Murder,,2023.0
978-617-12-9856-9,А. Кокотюха,Історична та пригодницька проза,українська,,КСД,Червоний,,,2022.0
978-617-8109-24-0,Ічіґо Такано,Комікси та манґи,українська,,Наша Ідея,Оранж. Том 3,,,2023.0
978-617-12-8608-5,Ф. Герберт,Фантастика,українська,англійська,КСД,Дюна + нова суперобкладинка,Dune,"К. Грицайчук, А. Пітик",2024.0
978-966-7047-88-7,Л. Костенко,Сучасні автори,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Записки українського самашедшого,,,2014.0
9786170979391,Дж. Хан,Романтична проза,українська,,Ранок,У нас завжди буде літо. Книга 3,,,2023.0
978-617-629-795-6,К. Дж. Сенсом,Детективи,українська,,Апріорі,Метью Шардлейк. Розгін. Книга 1,,,2023.0
978-617-523-137-1,М. Л. Ріо,Трилери та жахи,українська,,АРТБУКС,Ніби ми злодії,,,2024.0
978-617-8109-86-8,Неґі Харуба,Комікси та манґи,українська,,Наша Ідея,"П’ять наречених-близнят, том 2",,,2023.0
978-617-097-172-2,Дженні Хан,Романтична проза,українська,,Ранок,З любов’ю Лара Джин,,,2023.0
978-617-8396-07-7,Масакі Кірітомо,Комікси та манґи,українська,,Наша Ідея,300 днів із тобою. Том 1,,,2024.0
978-966-948-775-9,Карен М.Мак-Манус,Детективи,українська,,Видавнича група КМ-БУКС,Наступний серед нас,,,2023.0
978-617-585-158-6,А. К. Дойль,Детективи,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Шерлок Голмс. Том 2,,,2022.0
978-966-982-855-2,Сара Джіо,Романтична проза,українська,,Віват,Усі квіти Парижа,,,2022.0
978-617-15-0702-9,К. Хантер,Детективи,українська,англійська,КСД,Доки темно. Книга 2,In the dark,Бєляєв Костянтин,2024.0
978-617-7766-40-6,О. Саліпа,Романтична проза,українська,,Брайт Букс,Теплі історії про справжнє. Як бути щасливим попри все,,,2021.0
978-966-993-556-4,В. Ґолдінґ,Сучасні автори,українська,,Bookchef,Володар мух,,,2021.0
978-617-8383-12-1,Аннет Марі,Фентезі,українська,,Nebo Booklab Publishing,Темна буря. Книга 2,,,2024.0
978-617-17-0025-3,С. Джіо,Романтична проза,українська,,Віват,"На добраніч, Джун",,,2023.0
978-617-8202-09-5,,Комікси та манґи,українська,,Lantsuta,Монолог травниці. Том 1,,,2023.0
978-617-7914-62-3,Брендон Сандерсон,Фантастика,українська,,Nebo Booklab Publishing,Небовись. Книга.1,,,2023.0
978-617-8132-03-3,І. Хараб,Комікси та манґи,українська,,Видавництво ТУТ,Сіра Долина. Потойбіччя. Книга 4,,,2024.0
